BW,Min,P_Min,Max,P_Max,Avg,P_Avg,Samples,,,,,,,
6495,4.312,7.9687,4.383,8.0412,4.33407142857,8.000544555444,14,,,,,,,
6500,4.306,7.9687,4.389,8.0414,4.34718181818,8.001337412587,11,,,,,,,
6505,4.303,7.9689,4.373,8.0397,4.3374,7.999419230769,10,,,,,,,
6510,4.316,7.9708,4.38,8.0372,4.34816666667,7.999151958042,6,,,,,,,
6515,4.306,7.9702,4.377,8.0372,4.33766666667,7.998481445221,9,,,,,,,
6520,4.304,7.9707,4.372,8.0352,4.3422,7.998139778554,10,,,,,,,
6525,4.306,7.972,4.379,8.036,4.33573333333,7.998139778554,15,,,,,,,
6530,4.306,7.9728,4.372,8.0362,4.33969230769,7.998866445221,13,,,,,,,
6535,4.324,7.9735,4.395,8.0389,4.34733333333,8.000197214452,9,,,,,,,
6540,4.304,7.9734,4.392,8.0386,4.336,7.999763881119,15,,,,,,,
6545,4.312,7.974,4.385,8.0381,4.342,8.00123530969,10,,,,,,,
6550,4.308,7.974,4.372,8.0387,4.328,8.00143530969,4,,,,,,,
6555,4.322,7.9748,4.348,8.0397,4.33472727273,8.00331030969,11,,,,,,,
6560,4.31,7.9738,4.38,8.0434,4.34146153846,8.004456332417,13,,,,,,,
6565,4.311,7.9738,4.357,8.0443,4.33425,8.005333255494,8,,,,,,,
6570,4.317,7.975,4.38,8.0477,4.3422,8.006538255494,10,,,,,,,
6575,4.314,7.9742,4.381,8.0467,4.343,8.006318255494,9,,,,,,,
6580,4.313,7.9739,4.399,8.0486,4.353,8.007996033272,9,,,,,,,
6585,4.323,7.9734,4.392,8.0469,4.343,8.007487699939,8,,,,,,,
6590,4.31,7.9733,4.387,8.0432,4.35071428571,8.00695912851,7,,,,,,,
6595,4.312,7.9732,4.391,8.0422,4.344,8.005757699939,13,,,,,,,
6600,4.316,7.9731,4.382,8.0421,4.34675,8.004950007631,16,,,,,,,
6605,4.312,7.9734,4.385,8.0437,4.3461875,8.005475007631,16,,,,,,,
6610,4.31,7.9734,4.389,8.0447,4.35023076923,8.004767368742,13,,,,,,,
6615,4.323,7.9767,4.391,8.0407,4.3463,8.004377625152,10,,,,,,,
6620,4.309,7.9766,4.37,8.0422,4.34,8.006539932844,9,,,,,,,
6625,4.311,7.9779,4.4,8.0451,4.35977777778,8.009433266177,9,,,,,,,
6630,4.308,7.9782,4.382,8.0434,4.34791666667,8.007812631256,12,,,,,,,
6635,4.322,7.979,4.355,8.0446,4.33771428571,8.007420964589,7,,,,,,,
6640,4.309,7.9789,4.377,8.0467,4.3387,8.007449536018,10,,,,,,,
6645,4.311,7.9787,4.39,8.047,4.33592307692,8.007657313796,13,,,,,,,
6650,4.319,7.9793,4.398,8.0457,4.352,8.007943577533,13,,,,,,,
6655,4.312,7.9795,4.395,8.0458,4.33911111111,8.008365799755,9,,,,,,,
6660,4.343,7.9806,4.349,8.0456,4.34633333333,8.009754688644,3,,,,,,,
6665,4.322,7.9773,4.406,8.0496,4.36792307692,8.010448628038,13,,,,,,,
6670,4.322,7.9779,4.399,8.0468,4.36893333333,8.008656320346,15,,,,,,,
6675,4.314,7.9766,4.383,8.0471,4.34357142857,8.007262987013,7,,,,,,,
6680,4.316,7.9762,4.394,8.0451,4.344,8.006148701299,9,,,,,,,
6685,4.321,7.9767,4.376,8.046,4.338,8.006291558442,10,,,,,,,
6690,4.307,7.9768,4.38,8.0486,4.34077777778,8.007904891775,9,,,,,,,
6695,4.317,7.9785,4.377,8.0482,4.33878571429,8.007907113997,14,,,,,,,
6700,4.321,7.979,4.399,8.0495,4.35622222222,8.009361875901,9,,,,,,,
6705,4.323,7.9781,4.393,8.0484,4.353,8.007858403679,9,,,,,,,
6710,4.31,7.9768,4.389,8.0489,4.35327272727,8.008658403679,11,,,,,,,
6715,4.328,7.9768,4.378,8.0478,4.35,8.007922797619,9,,,,,,,
6720,4.309,7.9753,4.402,8.049,4.355,8.007167242063,13,,,,,,,
6725,4.31,7.9755,4.363,8.0481,4.33242857143,8.00603390873,7,,,,,,,
6730,4.321,7.9757,4.403,8.0498,4.34542857143,8.00612438492,14,,,,,,,
6735,4.322,7.9746,4.402,8.0486,4.35413333333,8.004952116012,15,,,,,,,
6740,4.324,7.9748,4.376,8.0462,4.3408,8.004381639822,5,,,,,,,
6745,4.322,7.9734,4.39,8.0474,4.35333333333,8.004509973155,6,,,,,,,
6750,4.312,7.9726,4.388,8.0472,4.3411875,8.004296639822,16,,,,,,,
6755,4.31,7.9726,4.398,8.0474,4.361,8.005024043668,10,,,,,,,
6760,4.31,7.9749,4.378,8.0423,4.34591666667,8.003057377001,12,,,,,,,
6765,4.313,7.975,4.39,8.0434,4.34244444444,8.004082377001,9,,,,,,,
6770,4.311,7.9753,4.393,8.0436,4.34366666667,8.005253317172,9,,,,,,,
6775,4.312,7.9752,4.38,8.0441,4.33333333333,8.00590203512,12,,,,,,,
6780,4.31,7.975,4.391,8.0444,4.33370588235,8.005593701787,17,,,,,,,
6785,4.324,7.9749,4.378,8.0441,4.34842857143,8.006746642964,7,,,,,,,
6790,4.31,7.9733,4.388,8.0459,4.34208333333,8.005983785821,12,,,,,,,
6795,4.314,7.9735,4.388,8.0452,4.3512,8.006795452488,15,,,,,,,
6800,4.312,7.9734,4.39,8.0449,4.34846153846,8.005698529411,13,,,,,,,
6805,4.333,7.9742,4.347,8.046,4.34133333333,8.005877375565,3,,,,,,,
6810,4.311,7.972,4.389,8.0498,4.35616666667,8.005488486676,12,,,,,,,
6815,4.316,7.972,4.392,8.0456,4.35415384615,8.002584320009,13,,,,,,,
6820,4.31,7.9716,4.398,8.0468,4.35015384615,8.001522268727,13,,,,,,,
6825,4.31,7.974,4.383,8.0452,4.33025,8.001606884112,16,,,,,,,
6830,4.309,7.9753,4.388,8.0435,4.34523529412,8.003151114881,17,,,,,,,
6835,4.308,7.9754,4.396,8.0431,4.3408,8.002202585469,10,,,,,,,
6840,4.312,7.9757,4.381,8.0407,4.3502,8.001572585469,15,,,,,,,
6845,4.313,7.9754,4.385,8.0424,4.34023076923,8.001137200854,13,,,,,,,
6850,4.32,7.9756,4.401,8.0426,4.35025,8.001934123931,12,,,,,,,
6855,4.311,7.9774,4.385,8.044,4.33744444444,8.002835790598,9,,,,,,,
6860,4.311,7.979,4.347,8.0459,4.327125,8.004524679487,8,,,,,,,
6865,4.312,7.9808,4.404,8.0493,4.34353333333,8.006471003016,15,,,,,,,
6870,4.334,7.9812,4.382,8.0484,4.351,8.007548438914,13,,,,,,,
6875,4.323,7.9798,4.366,8.0511,4.34569230769,8.008454688914,13,,,,,,,
6880,4.31,7.9811,4.384,8.0546,4.33575,8.009871172431,12,,,,,,,
6885,4.311,7.9828,4.372,8.056,4.3345,8.011576172431,6,,,,,,,
6890,4.309,7.9852,4.398,8.0594,4.34584615385,8.014053445158,13,,,,,,,
6895,4.315,7.9864,4.387,8.059,4.3482,8.014675079773,10,,,,,,,
6900,4.338,7.9878,4.415,8.0598,4.35926666667,8.015270464388,15,,,,,,,
6905,4.327,7.9861,4.404,8.0577,4.35433333333,8.014443797721,6,,,,,,,
6910,4.329,7.9856,4.381,8.0567,4.34658823529,8.014079695157,17,,,,,,,
6915,4.316,7.9855,4.395,8.059,4.35430769231,8.014708371628,13,,,,,,,
6920,4.32,7.9865,4.409,8.0607,4.3600625,8.016234745254,16,,,,,,,
6925,4.336,7.9871,4.401,8.0594,4.35985714286,8.015961828587,7,,,,,,,
6930,4.327,7.9856,4.398,8.0585,4.3528,8.015633257158,10,,,,,,,
6935,4.335,7.9852,4.406,8.0585,4.35927272727,8.01527547938,11,,,,,,,
6940,4.321,7.9839,4.394,8.0579,4.3520625,8.015294360499,16,,,,,,,
6945,4.329,7.9849,4.395,8.0579,4.35415384615,8.016215383226,13,,,,,,,
6950,4.321,7.9842,4.394,8.057,4.351,8.015843748611,10,,,,,,,
6955,4.322,7.9839,4.394,8.0587,4.35069230769,8.016682210149,13,,,,,,,
6960,4.328,7.9837,4.404,8.0555,4.352875,8.01636297938,8,,,,,,,
6965,4.326,7.9826,4.412,8.0538,4.36957142857,8.015711193666,7,,,,,,,
6970,4.326,7.9817,4.396,8.0514,4.35733333333,8.013761193666,15,,,,,,,
6975,4.321,7.9806,4.392,8.0494,4.35657142857,8.012214527,7,,,,,,,
6980,4.323,7.9805,4.398,8.0491,4.34922222222,8.011885955572,9,,,,,,,
6985,4.322,7.9814,4.4,8.0475,4.35946153846,8.012297066683,13,,,,,,,
6990,4.331,7.981,4.394,8.0483,4.36127272727,8.011458605145,11,,,,,,,
6995,4.322,7.9796,4.386,8.0482,4.3504375,8.009306332418,16,,,,,,,
7000,4.318,7.9797,4.411,8.0496,4.35938461538,8.010073693529,13,,,,,,,
7005,4.32,7.9805,4.362,8.048,4.3475,8.010153413809,10,,,,,,,
7010,4.317,7.9804,4.387,8.0517,4.34635714286,8.010313413809,14,,,,,,,
7015,4.317,7.9814,4.388,8.0528,4.35007142857,8.012431545677,14,,,,,,,
7020,4.315,7.9823,4.376,8.0525,4.34186666667,8.012131545677,15,,,,,,,
7025,4.32,7.9827,4.389,8.0543,4.35328571429,8.012703212343,7,,,,,,,
7030,4.332,7.9834,4.382,8.0546,4.35333333333,8.013137140914,12,,,,,,,
7035,4.318,7.9846,4.408,8.0559,4.35107692308,8.015053807581,13,,,,,,,
7040,4.317,7.9847,4.393,8.0516,4.33975,8.014266115273,16,,,,,,,
7045,4.323,7.9878,4.4,8.0514,4.35811111111,8.016451115273,9,,,,,,,
7050,4.326,7.9872,4.395,8.0502,4.36018181818,8.014909234931,11,,,,,,,
7055,4.319,7.9865,4.399,8.0493,4.3491,8.01320771978,20,,,,,,,
7060,4.327,7.9865,4.398,8.0494,4.36753846154,8.013479537962,13,,,,,,,
7065,4.326,7.9867,4.385,8.049,4.34707142857,8.012763191808,14,,,,,,,
7070,4.319,7.9861,4.394,8.0491,4.34758333333,8.012278271173,12,,,,,,,
7075,4.327,7.9861,4.392,8.0491,4.357625,8.012989168609,8,,,,,,,
7080,4.344,7.9851,4.395,8.0487,4.3725,8.012689168609,10,,,,,,,
7085,4.319,7.9834,4.365,8.0496,4.3432,8.010894724165,10,,,,,,,
7090,4.348,7.9837,4.391,8.0537,4.3616,8.013368474165,5,,,,,,,
7095,4.317,7.9809,4.388,8.0546,4.34269230769,8.013378474165,13,,,,,,,
7100,4.319,7.9814,4.386,8.0556,4.34316666667,8.014971743396,12,,,,,,,
7105,4.319,7.9831,4.4,8.0545,4.35181818182,8.016155076729,11,,,,,,,
7110,4.329,7.9834,4.394,8.05,4.360375,8.014573258547,8,,,,,,,
7115,4.32,7.9826,4.386,8.0506,4.34222222222,8.013805758547,9,,,,,,,
7120,4.319,7.9849,4.394,8.0526,4.35469230769,8.017013536325,13,,,,,,,
7125,4.317,7.9849,4.388,8.0537,4.354625,8.016982767094,8,,,,,,,
7130,4.327,7.9861,4.404,8.0508,4.35455555556,8.015845267094,9,,,,,,,
7135,4.322,7.9852,4.406,8.0513,4.3679375,8.016516378205,16,,,,,,,
7140,4.32,7.9854,4.4,8.049,4.3617,8.014015961538,10,,,,,,,
7145,4.322,7.9853,4.398,8.0484,4.358625,8.013590405982,8,,,,,,,
7150,4.336,7.9849,4.375,8.0479,4.355,8.013118815073,8,,,,,,,
7155,4.322,7.9832,4.355,8.0504,4.336,8.011931315073,7,,,,,,,
7160,4.321,7.9854,4.4,8.0556,4.3527,8.014220203962,10,,,,,,,
7165,4.343,7.9855,4.406,8.0554,4.3743,8.01496838578,10,,,,,,,
7170,4.319,7.983,4.405,8.0538,4.35438461538,8.012466957209,13,,,,,,,
7175,4.329,7.9838,4.359,8.0536,4.34325,8.012928495671,4,,,,,,,
7180,4.318,7.9833,4.409,8.0583,4.36126666667,8.014253495671,15,,,,,,,
7185,4.324,7.984,4.383,8.0573,4.34293333333,8.013019686147,15,,,,,,,
7190,4.319,7.9858,4.394,8.0587,4.35744444444,8.015659686147,9,,,,,,,
7195,4.318,7.9855,4.393,8.0568,4.35390909091,8.013770797259,11,,,,,,,
7200,4.319,7.9855,4.4,8.0575,4.343125,8.012995272783,8,,,,,,,
7205,4.344,7.9857,4.407,8.0582,4.35888888889,8.014291863692,9,,,,,,,
7210,4.322,7.9835,4.398,8.0572,4.36018181818,8.014377974803,11,,,,,,,
7215,4.318,7.9843,4.39,8.0568,4.34928571429,8.013159792985,7,,,,,,,
7220,4.327,7.9869,4.403,8.0582,4.359,8.015742332667,11,,,,,,,
7225,4.324,7.9872,4.406,8.0587,4.3565,8.015879832667,10,,,,,,,
7230,4.325,7.9876,4.399,8.0582,4.34892857143,8.015959832667,14,,,,,,,
7235,4.342,7.987,4.397,8.0571,4.36933333333,8.016396975524,6,,,,,,,
7240,4.316,7.9866,4.375,8.0587,4.33855555556,8.016185864413,9,,,,,,,
7245,4.318,7.9877,4.4,8.0627,4.34615384615,8.018486558857,13,,,,,,,
7250,4.321,7.9901,4.407,8.0646,4.35609090909,8.020932712704,11,,,,,,,
7255,4.322,7.9908,4.397,8.0643,4.35975,8.022277467949,12,,,,,,,
7260,4.33,7.9919,4.394,8.0657,4.348,8.022812467949,9,,,,,,,
7265,4.344,7.9931,4.404,8.0672,4.37511111111,8.024445801282,9,,,,,,,
7270,4.33,7.9917,4.408,8.0663,4.360375,8.022434690171,8,,,,,,,
7275,4.328,7.9921,4.401,8.0662,4.3573,8.024357190171,10,,,,,,,
7280,4.319,7.992,4.388,8.0661,4.3533,8.024277190171,10,,,,,,,
7285,4.338,7.9933,4.413,8.0696,4.36722222222,8.025790047314,9,,,,,,,
7290,4.327,7.9919,4.415,8.0668,4.3615625,8.024013978938,16,,,,,,,
7295,4.342,7.9931,4.419,8.065,4.37061538462,8.024124395605,13,,,,,,,
7300,4.328,7.9914,4.404,8.0654,4.36953846154,8.024091428572,13,,,,,,,
7305,4.333,7.9914,4.411,8.0657,4.3651,8.022909010989,10,,,,,,,
7310,4.342,7.9922,4.409,8.0663,4.36433333333,8.022424010989,12,,,,,,,
7315,4.33,7.9905,4.395,8.0637,4.355,8.021430677656,6,,,,,,,
7320,4.334,7.9905,4.407,8.0661,4.3796,8.023222344323,10,,,,,,,
7325,4.327,7.9909,4.4,8.0659,4.3565,8.021387344323,14,,,,,,,
7330,4.332,7.9936,4.423,8.0664,4.36842857143,8.023520677656,7,,,,,,,
7335,4.324,7.9944,4.385,8.0635,4.34946153846,8.022777820513,13,,,,,,,
7340,4.339,7.996,4.397,8.066,4.36266666667,8.025998333334,9,,,,,,,
7345,4.325,7.996,4.423,8.0666,4.37028571429,8.026400897436,7,,,,,,,
7350,4.328,7.9966,4.407,8.0659,4.35771428571,8.025843754578,14,,,,,,,
7355,4.341,7.9968,4.417,8.0663,4.36025,8.027188992674,8,,,,,,,
7360,4.325,7.9954,4.383,8.0664,4.3544,8.028290659341,10,,,,,,,
7365,4.33,7.9979,4.419,8.0667,4.37291666667,8.029300659341,12,,,,,,,
7370,4.338,7.9984,4.405,8.0666,4.36125,8.028739761905,8,,,,,,,
7375,4.354,7.9977,4.405,8.0661,4.37783333333,8.02876021645,6,,,,,,,
7380,4.34,7.9951,4.394,8.0641,4.361,8.026726883117,8,,,,,,,
7385,4.34,7.9948,4.41,8.0638,4.38166666667,8.02656974026,6,,,,,,,
7390,4.339,7.9938,4.403,8.0641,4.36669230769,8.024326150516,13,,,,,,,
7395,4.331,7.9934,4.416,8.0647,4.36471428571,8.025006919747,14,,,,,,,
7400,4.33,7.9939,4.411,8.0628,4.37116666667,8.024464062605,12,,,,,,,
7405,4.327,7.9944,4.418,8.0617,4.37126666667,8.022630729271,15,,,,,,,
7410,4.35,7.9947,4.386,8.0604,4.3645,8.022054062604,4,,,,,,,
7415,4.335,7.9927,4.418,8.0631,4.36730769231,8.022744062604,13,,,,,,,
7420,4.331,7.9921,4.4,8.0627,4.36145454545,8.021926626706,11,,,,,,,
7425,4.328,7.9921,4.385,8.0645,4.3575,8.023064505494,6,,,,,,,
7430,4.337,7.992,4.391,8.0668,4.35942857143,8.023541778221,7,,,,,,,
7435,4.33,7.9911,4.413,8.0684,4.35923076923,8.024058921078,13,,,,,,,
7440,4.335,7.9921,4.409,8.0696,4.3735,8.026219177488,12,,,,,,,
7445,4.336,7.9914,4.397,8.0676,4.35928571429,8.023439177488,7,,,,,,,
7450,4.335,7.9944,4.4,8.0699,4.35283333333,8.025796320345,6,,,,,,,
7455,4.33,7.9936,4.405,8.0698,4.3655,8.026037987012,18,,,,,,,
7460,4.33,7.9934,4.413,8.0708,4.3714,8.026721320345,15,,,,,,,
7465,4.329,7.9944,4.414,8.0701,4.35913333333,8.027456320345,15,,,,,,,
7470,4.331,7.9944,4.418,8.0692,4.37283333333,8.027815714285,6,,,,,,,
7475,4.327,7.9952,4.408,8.0676,4.36227272727,8.027469880952,11,,,,,,,
7480,4.328,7.9951,4.407,8.0667,4.3646,8.027011358225,10,,,,,,,
7485,4.34,7.9958,4.425,8.0683,4.38083333333,8.027718024892,6,,,,,,,
7490,4.328,7.9944,4.389,8.0627,4.3457,8.024751358226,10,,,,,,,
7495,4.366,7.9949,4.42,8.0624,4.38285714286,8.025661358226,7,,,,,,,
7500,4.327,7.9913,4.399,8.0593,4.35525,8.022692310607,12,,,,,,,
7505,4.328,7.992,4.415,8.0613,4.37233333333,8.024295882036,12,,,,,,,
7510,4.34,7.9921,4.406,8.0565,4.37875,8.022184770925,8,,,,,,,
7515,4.329,7.9911,4.405,8.0581,4.36272727273,8.020284770925,11,,,,,,,
7520,4.339,7.9906,4.402,8.0578,4.369375,8.019217599208,8,,,,,,,
7525,4.326,7.9908,4.399,8.0591,4.3576875,8.020355099208,16,,,,,,,
7530,4.335,7.9917,4.423,8.0601,4.37166666667,8.021711349208,9,,,,,,,
7535,4.326,7.9911,4.369,8.0591,4.35116666667,8.022671955268,12,,,,,,,
7540,4.333,7.9928,4.386,8.0601,4.3548,8.023138621934,5,,,,,,,
7545,4.33,7.9924,4.389,8.0622,4.35316666667,8.023231349207,6,,,,,,,
7550,4.334,7.9921,4.419,8.0623,4.37128571429,8.02354468254,14,,,,,,,
7555,4.329,7.9914,4.367,8.0618,4.35122222222,8.023541111111,9,,,,,,,
7560,4.33,7.9914,4.422,8.0668,4.35975,8.025168888889,8,,,,,,,
7565,4.324,7.9921,4.402,8.0662,4.35205555556,8.025748434344,18,,,,,,,
7570,4.341,7.9929,4.415,8.0672,4.38075,8.028314307359,8,,,,,,,
7575,4.335,7.9925,4.409,8.0672,4.37125,8.027759307359,12,,,,,,,
7580,4.329,7.9919,4.413,8.0668,4.38127272727,8.027259307359,11,,,,,,,
7585,4.343,7.9918,4.379,8.0627,4.35583333333,8.024004761905,6,,,,,,,
7590,4.329,7.9902,4.407,8.0649,4.35572727273,8.023965873016,11,,,,,,,
7595,4.327,7.9898,4.39,8.0659,4.3563,8.026100838051,10,,,,,,,
7600,4.327,7.9913,4.414,8.0658,4.37125,8.026786222666,8,,,,,,,
7605,4.329,7.9914,4.417,8.0652,4.3675,8.025927889333,8,,,,,,,
7610,4.337,7.9926,4.416,8.064,4.36554545455,8.026377889333,11,,,,,,,
7615,4.332,7.9923,4.412,8.0635,4.37771428571,8.026048343878,7,,,,,,,
7620,4.337,7.9921,4.415,8.0639,4.3752,8.025523069153,15,,,,,,,
7625,4.329,7.9926,4.405,8.0629,4.36625,8.02496021201,12,,,,,,,
7630,4.328,7.9924,4.372,8.0633,4.34872727273,8.024381365856,11,,,,,,,
7635,4.327,7.9932,4.401,8.0668,4.35544444444,8.026608638583,9,,,,,,,
7640,4.325,7.9941,4.417,8.0668,4.37707692308,8.027297527472,13,,,,,,,
7645,4.342,7.9944,4.389,8.0676,4.36315384615,8.026634279608,13,,,,,,,
7650,4.328,7.9931,4.408,8.0688,4.36266666667,8.026007783882,9,,,,,,,
7655,4.341,7.9932,4.405,8.0681,4.372,8.026026831501,8,,,,,,,
7660,4.334,7.9921,4.411,8.0638,4.36225,8.023601831501,12,,,,,,,
7665,4.33,7.9917,4.416,8.0632,4.37246153846,8.024114331501,13,,,,,,,
7670,4.342,7.9932,4.405,8.0636,4.36957142857,8.024198946886,14,,,,,,,
7675,4.327,7.994,4.409,8.0651,4.36046153846,8.0251632326,13,,,,,,,
7680,4.336,7.996,4.407,8.0661,4.371,8.027798896936,13,,,,,,,
7685,4.336,7.9961,4.401,8.0671,4.36233333333,8.027586396936,6,,,,,,,
7690,4.328,7.9966,4.425,8.0674,4.37044444444,8.028915563603,9,,,,,,,
7695,4.329,7.9975,4.401,8.0651,4.35688888889,8.028046119159,18,,,,,,,
7700,4.329,7.9987,4.401,8.0664,4.36285714286,8.02955723027,14,,,,,,,
7705,4.33,7.9999,4.362,8.0674,4.34775,8.029853334166,8,,,,,,,
7710,4.33,8.0007,4.405,8.0733,4.367375,8.032078334166,8,,,,,,,
7715,4.345,8.0013,4.42,8.074,4.37330769231,8.031949167499,13,,,,,,,
7720,4.35,8.0017,4.42,8.0739,4.37921428571,8.032585064935,14,,,,,,,
7725,4.347,8.0004,4.419,8.0704,4.38681818182,8.030233636364,11,,,,,,,
7730,4.337,7.9996,4.417,8.0694,4.368875,8.028801818182,8,,,,,,,
7735,4.341,8.0012,4.404,8.0683,4.375625,8.029489318182,8,,,,,,,
7740,4.337,8.0008,4.402,8.0695,4.36175,8.029762532468,8,,,,,,,
7745,4.341,8.0006,4.414,8.0712,4.372,8.030841378622,8,,,,,,,
7750,4.341,8.0004,4.411,8.0726,4.36581818182,8.030748045289,11,,,,,,,
7755,4.338,8,4.421,8.074,4.37,8.031844004885,13,,,,,,,
7760,4.336,8.001,4.412,8.0742,4.36608333333,8.033369004885,12,,,,,,,
7765,4.349,8.0009,4.419,8.0727,4.37966666667,8.033476056167,9,,,,,,,
7770,4.337,7.9996,4.385,8.072,4.3557,8.0319793895,10,,,,,,,
7775,4.339,7.9998,4.409,8.0753,4.3725,8.033501056167,8,,,,,,,
7780,4.353,7.9996,4.406,8.0752,4.37575,8.033251056167,8,,,,,,,
7785,4.337,7.998,4.416,8.0723,4.37835714286,8.031766965258,14,,,,,,,
7790,4.335,7.9986,4.419,8.073,4.37253846154,8.031414584305,13,,,,,,,
7795,4.339,7.9993,4.428,8.0704,4.37106666667,8.030527404818,15,,,,,,,
7800,4.337,8.0005,4.425,8.0691,4.37677777778,8.030708238151,9,,,,,,,
7805,4.348,8.0005,4.423,8.064,4.38525,8.028530460373,8,,,,,,,
7810,4.335,7.9995,4.397,8.0635,4.36715384615,8.027741824009,13,,,,,,,
7815,4.336,7.9997,4.412,8.0661,4.3647,8.027963939394,10,,,,,,,
7820,4.339,7.9998,4.418,8.0664,4.37091666667,8.029556439394,12,,,,,,,
7825,4.337,7.9994,4.408,8.0667,4.37,8.030210227272,12,,,,,,,
7830,4.337,8.0002,4.377,8.068,4.36090909091,8.031368560605,11,,,,,,,
7835,4.343,8.0004,4.423,8.071,4.37483333333,8.032157651514,12,,,,,,,
7840,4.342,8.0003,4.393,8.0702,4.36366666667,8.032452095959,9,,,,,,,
7845,4.351,8.0009,4.415,8.0736,4.372875,8.034171143578,8,,,,,,,
7850,4.337,7.9997,4.374,8.0733,4.355,8.034025748841,4,,,,,,,
7855,4.338,7.9995,4.418,8.0767,4.37736363636,8.035225748841,11,,,,,,,
7860,4.337,8.0004,4.423,8.0761,4.369375,8.034164385205,8,,,,,,,
7865,4.337,8.0005,4.415,8.0746,4.380625,8.035026885205,8,,,,,,,
7870,4.335,8.0009,4.421,8.0723,4.37745454545,8.033224385205,11,,,,,,,
7875,4.345,8.0011,4.421,8.0718,4.38158333333,8.031733476115,12,,,,,,,
7880,4.339,8.0003,4.407,8.0732,4.3688,8.031505912013,10,,,,,,,
7885,4.342,8.0007,4.415,8.0745,4.37777777778,8.031811626299,9,,,,,,,
7890,4.348,8.0003,4.427,8.0735,4.38085714286,8.029618463906,7,,,,,,,
7895,4.339,8.0004,4.412,8.0734,4.37142105263,8.029216082953,19,,,,,,,
7900,4.335,8.0001,4.408,8.0737,4.367,8.030996199912,12,,,,,,,
7905,4.347,8.0003,4.412,8.0752,4.36675,8.031489949912,8,,,,,,,
7910,4.338,8.0004,4.408,8.0765,4.378,8.032598283245,5,,,,,,,
7915,4.341,8.0012,4.392,8.0781,4.3626,8.031181616578,15,,,,,,,
7920,4.337,8.0016,4.416,8.0801,4.36254545455,8.031609116578,11,,,,,,,
7925,4.337,8.0017,4.435,8.0798,4.37930769231,8.032216109585,13,,,,,,,
7930,4.343,8.003,4.42,8.0793,4.37185714286,8.033563911783,7,,,,,,,
7935,4.338,8.0028,4.405,8.0788,4.35584615385,8.035055975275,13,,,,,,,
7940,4.349,8.0038,4.426,8.0812,4.37683333333,8.037098026557,12,,,,,,,
7945,4.336,8.0029,4.415,8.0807,4.38922222222,8.037648026557,9,,,,,,,
7950,4.337,8.003,4.423,8.0789,4.3719375,8.034842471002,16,,,,,,,
7955,4.348,8.0032,4.425,8.0781,4.37783333333,8.034720149573,12,,,,,,,
7960,4.346,8.0031,4.424,8.0776,4.36383333333,8.034479673383,12,,,,,,,
7965,4.345,8.0036,4.412,8.077,4.366875,8.036140784494,8,,,,,,,
7970,4.338,8.0034,4.413,8.0769,4.36861538462,8.03750884005,13,,,,,,,
7975,4.35,8.0033,4.43,8.0782,4.39278571429,8.038029654529,14,,,,,,,
7980,4.341,8.0021,4.415,8.0783,4.38677777778,8.036993940243,9,,,,,,,
7985,4.348,8.002,4.429,8.0778,4.37626666667,8.036273305322,15,,,,,,,
7990,4.34,8.0015,4.421,8.0761,4.38233333333,8.035238305322,12,,,,,,,
7995,4.337,8.0012,4.397,8.0758,4.36116666667,8.0349160831,12,,,,,,,
8000,4.339,8.0021,4.415,8.0775,4.37071428571,8.036299416433,14,,,,,,,
8005,4.347,8.002,4.42,8.0765,4.37542857143,8.03620576564,7,,,,,,,
8010,4.351,8.0025,4.418,8.0756,4.38044444444,8.036002908497,9,,,,,,,
8015,4.343,8.001,4.411,8.0747,4.38055555556,8.03558573678,9,,,,,,,
8020,4.337,8.0004,4.426,8.0754,4.37382352941,8.035242681224,17,,,,,,,
8025,4.338,8.0002,4.431,8.0746,4.38242857143,8.034996691919,14,,,,,,,
8030,4.34,8,4.41,8.0723,4.37957142857,8.034115373238,14,,,,,,,
8035,4.343,8.002,4.412,8.0727,4.36591666667,8.034491563714,12,,,,,,,
8040,4.337,8.0015,4.418,8.0733,4.37911111111,8.03605823038,9,,,,,,,
8045,4.346,8.0024,4.414,8.0692,4.375,8.034302674825,6,,,,,,,
8050,4.338,8.0014,4.405,8.0644,4.36977777778,8.032236008158,9,,,,,,,
8055,4.352,8.0026,4.411,8.0658,4.3734,8.032696691918,5,,,,,,,
8060,4.336,8.0012,4.409,8.0661,4.37627272727,8.032404060339,11,,,,,,,
8065,4.337,8.0023,4.418,8.0667,4.377125,8.032276787612,8,,,,,,,
8070,4.335,8.0037,4.418,8.0673,4.37136363636,8.032437014885,11,,,,,,,
8075,4.336,8.0048,4.408,8.0669,4.37361538462,8.032513151249,13,,,,,,,
8080,4.36,8.0067,4.414,8.0691,4.38333333333,8.032839112787,6,,,,,,,
8085,4.338,8.0045,4.418,8.0682,4.38158333333,8.031205779454,12,,,,,,,
8090,4.346,8.0043,4.377,8.0671,4.36155555556,8.029907446121,9,,,,,,,
8095,4.336,8.0037,4.366,8.0698,4.35433333333,8.030140779454,6,,,,,,,
8100,4.35,8.0039,4.419,8.0743,4.37438461538,8.031764588978,13,,,,,,,
8105,4.338,8.0038,4.414,8.0735,4.37047368421,8.03175112744,19,,,,,,,
8110,4.347,8.0045,4.415,8.0734,4.375,8.03127518759,5,,,,,,,
8115,4.351,8.0037,4.424,8.074,4.37872727273,8.03172518759,11,,,,,,,
